tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-06-10 10:54:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	348	K		3	LOW	u	129.4	350.0	l	g	49.1	17.4	4	0
	This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-06-10 10:54:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	748	623	K		3	MID	u	48.5	286.9	l	b	-48.0	19.5	4	0
	This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-06-10 10:54:48	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	903	863	K		3	HEM	u	0.0	98.8	l	g	-79.1	1.7	3	0
	This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-06-10 10:54:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	348	K		3	LOW	u	129.4	298.6	l	g	54.4	17.4	4	100
	This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-06-10 10:54:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	748	623	K		3	MID	u	48.5	335.6	l	b	-52.6	19.5	4	100
	This study	unknown	Z88.1	Z88	Z88.1a	Z88.1a:LP-DIR-T	hargrave 2016-06-10 10:54:48	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	903	863	K		3	HEM	u	0.0	59.4	l	g	-44.5	1.7	3	100
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	348	K		3	LOW	u	132.1	225.9	l	g	76.5	6.1	4	-1
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	823	698	K		3	MID	u	13.3	356.4	l	g	-50.6	3.7	8	-1
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	923	863	K		3	HEM	u	0.0	21.1	l	g	-49.8	1.5	4	-1
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	348	K		3	LOW	u	132.1	331.4	l	g	59.1	6.1	4	0
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	823	698	K		3	MID	u	13.3	268.5	l	g	-87.7	3.7	8	0
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	923	863	K		3	HEM	u	0.0	83.6	l	g	-76.6	1.5	4	0
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	348	K		3	LOW	u	132.1	276.6	l	g	48.8	6.1	4	100
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	823	698	K		3	MID	u	13.3	44.8	l	g	-53.7	3.7	8	100
	This study	unknown	Z88.2	Z88	Z88.2a	Z88.2a:LP-DIR-T	hargrave 2016-06-10 10:56:20	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	923	863	K		3	HEM	u	0.0	57.8	l	g	-40.6	1.5	4	100
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	348	K		3	LOW	u	124.0	270.5	l	g	50.6	15.3	4	-1
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	803	673	K		3	MID	u	13.3	355.6	l	g	-46.3	11.5	7	-1
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	933	863	K		3	HEM	u	0.0	16.4	l	g	-46.4	1.1	5	-1
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	348	K		3	LOW	u	124.0	359.6	l	g	39.1	15.3	4	0
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	803	673	K		3	MID	u	13.3	34.7	l	g	-80.9	11.5	7	0
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	933	863	K		3	HEM	u	0.0	111.3	l	g	-76.5	1.1	5	0
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	348	K		3	LOW	u	124.0	319.7	l	g	54.8	15.3	4	100
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	803	673	K		3	MID	u	13.3	44.7	l	g	-43.1	11.5	7	100
	This study	unknown	Z88.3	Z88	Z88.3a	Z88.3a:LP-DIR-T	hargrave 2016-06-10 10:57:51	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	933	863	K		3	HEM	u	0.0	64.5	l	g	-44.7	1.1	5	100
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	77	K		3	LOW	u	118.8	280.6	l	g	37.4	17.5	4	-1
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	788	673	K		3	MID	u	25.1	325.3	l	g	-63.3	9.9	6	-1
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	958	903	K		3	HEM	u	5.1	10.7	l	g	-56.9	2.6	6	-1
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		3	LOW	u	118.8	329.8	l	g	28.4	17.5	4	0
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	788	673	K		3	MID	u	25.1	285.8	l	g	-74.5	9.9	6	0
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	958	903	K		3	HEM	u	5.1	78.5	l	g	-81.9	2.6	6	0
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		3	LOW	u	118.8	307.9	l	g	29.4	17.5	4	100
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	788	673	K		3	MID	u	25.1	22.1	l	g	-57.7	9.9	6	100
	This study	unknown	Z88.4	Z88	Z88.4a	Z88.4a:LP-DIR-T	hargrave 2016-06-10 10:59:28	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	958	903	K		3	HEM	u	5.1	53.3	l	g	-44.9	2.6	6	100
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	373	77	K		3	LOW	u	112.1	108.5	l	g	28.3	8.5	3	-1
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	748	623	K		3	MID	u	40.3	291.6	l	g	-59.0	9.8	4	-1
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	883	K		3	HEM	u	0.4	31.6	l	g	-67.6	1.4	9	-1
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	373	77	K		3	LOW	u	112.1	26.0	l	g	33.4	8.5	3	0
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	748	623	K		3	MID	u	40.3	174.9	l	g	-55.3	9.8	4	0
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	883	K		3	HEM	u	0.4	77.0	l	g	-72.2	1.4	9	0
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	373	77	K		3	LOW	u	112.1	359.4	l	g	65.8	8.5	3	100
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	748	623	K		3	MID	u	40.3	110.1	l	g	-59.5	9.8	4	100
	This study	unknown	Z88.5	Z88	Z88.5a	Z88.5a:LP-DIR-T	hargrave 2016-06-10 11:01:05	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	883	K		3	HEM	u	0.4	58.2	l	g	-35.9	1.4	9	100
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	373	K		3	LOW	u	140.5	188.3	l	g	39.0	19.5	3	-1
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	818	623	K		3	MID	u	8.8	355.6	l	g	-11.6	19.8	9	-1
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-3.4.1	958	903	K		3	HEM	u	0.2	2.3	l	g	-3.5	8.0	8	-1
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	373	K		3	LOW	u	140.5	15.5	l	g	53.2	19.5	3	0
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	818	623	K		3	MID	u	8.8	233.1	l	g	-80.4	19.8	9	0
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-3.4.1	958	903	K		3	HEM	u	0.2	128.8	l	g	-87.6	8.0	8	0
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	373	K		3	LOW	u	140.5	301.0	l	g	70.8	19.5	3	100
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	818	623	K		3	MID	u	8.8	45.4	l	g	-61.6	19.8	9	100
	This study	unknown	Z88.6	Z88	Z88.6a	Z88.6a:LP-DIR-T	hargrave 2016-06-10 11:02:37	LP-DIR-T:DE-BFL-O:DA-DIR-TILT	pmagpy-3.4.1	958	903	K		3	HEM	u	0.2	51.2	l	g	-51.6	8.0	8	100
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	373	K		3	LOW	u	114.6	118.1	l	g	18.2	11.3	3	-1
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	818	673	K		3	MID	u	15.4	344.0	l	g	-53.5	11.0	8	-1
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	863	K		3	HEM	u	2.9	8.0	l	g	-55.2	4.3	10	-1
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	373	K		3	LOW	u	114.6	32.6	l	g	32.5	11.3	3	0
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	818	673	K		3	MID	u	15.4	161.1	l	g	-76.6	11.0	8	0
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	863	K		3	HEM	u	2.9	92.5	l	g	-78.6	4.3	10	0
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	373	K		3	LOW	u	114.6	12.8	l	g	67.7	11.3	3	100
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	818	673	K		3	MID	u	15.4	69.4	l	g	-55.5	11.0	8	100
	This study	unknown	Z88.7	Z88	Z88.7a	Z88.7a:LP-DIR-T	hargrave 2016-06-10 11:04:09	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	863	K		3	HEM	u	2.9	58.5	l	g	-43.3	4.3	10	100
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	348	K		3	LOW	u	132.3	282.3	l	g	57.9	8.7	4	-1
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	788	673	K		3	MID	u	14.3	349.8	l	g	-57.0	11.8	6	-1
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	883	K		3	HEM	u	6.6	5.1	l	g	-63.8	3.6	9	-1
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	348	K		3	LOW	u	132.3	339.2	l	g	46.7	8.7	4	0
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	788	673	K		3	MID	u	14.3	355.4	l	g	-79.8	11.8	6	0
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	883	K		3	HEM	u	6.6	75.1	l	g	-86.9	3.6	9	0
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	348	K		3	LOW	u	132.3	296.2	l	g	46.9	8.7	4	100
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	788	673	K		3	MID	u	14.3	36.0	l	g	-45.1	11.8	6	100
	This study	unknown	Z88.8	Z88	Z88.8a	Z88.8a:LP-DIR-T	hargrave 2016-06-10 11:05:44	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	883	K		3	HEM	u	6.6	49.6	l	g	-49.3	3.6	9	100
	This study	unknown	Z89.1	Z89	Z89.1a	Z89.1a:LP-DIR-T	hargrave 2016-06-10 11:08:43	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	923	K		1	HEM	u	2.3	351.1	l	g	-74.1	1.6	7	-1
	This study	unknown	Z89.1	Z89	Z89.1a	Z89.1a:LP-DIR-T	hargrave 2016-06-10 11:08:43	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	923	K		1	HEM	u	2.3	138.6	l	g	-79.4	1.6	7	0
	This study	unknown	Z89.1	Z89	Z89.1a	Z89.1a:LP-DIR-T	hargrave 2016-06-10 11:08:43	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	923	K		1	HEM	u	2.3	64.4	l	g	-51.0	1.6	7	100
	This study	unknown	Z89.2	Z89	Z89.2a	Z89.2a:LP-DIR-T	hargrave 2016-06-10 11:10:21	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	855	828	K		2	MAG	u	19.8	37.9	l	g	-61.1	15.8	6	-1
	This study	unknown	Z89.2	Z89	Z89.2a	Z89.2a:LP-DIR-T	hargrave 2016-06-10 11:10:21	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	903	K		2	HEM	u	1.6	349.4	l	g	-73.5	1.2	8	-1
	This study	unknown	Z89.2	Z89	Z89.2a	Z89.2a:LP-DIR-T	hargrave 2016-06-10 11:10:21	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	828	K		2	MAG	u	19.8	38.5	l	g	-72.6	15.8	6	0
	This study	unknown	Z89.2	Z89	Z89.2a	Z89.2a:LP-DIR-T	hargrave 2016-06-10 11:10:21	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	903	K		2	HEM	u	1.6	137.6	l	g	-79.8	1.2	8	0
	This study	unknown	Z89.2	Z89	Z89.2a	Z89.2a:LP-DIR-T	hargrave 2016-06-10 11:10:21	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	828	K		2	MAG	u	19.8	44.2	l	g	-34.7	15.8	6	100
	This study	unknown	Z89.2	Z89	Z89.2a	Z89.2a:LP-DIR-T	hargrave 2016-06-10 11:10:21	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	903	K		2	HEM	u	1.6	63.8	l	g	-50.9	1.2	8	100
	This study	unknown	Z89.3	Z89	Z89.3a	Z89.3a:LP-DIR-T	hargrave 2016-06-10 11:11:54	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	943	K		1	HEM	u	1.4	12.5	l	g	-41.5	1.9	5	-1
	This study	unknown	Z89.3	Z89	Z89.3a	Z89.3a:LP-DIR-T	hargrave 2016-06-10 11:11:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	943	K		1	HEM	u	1.4	116.5	l	g	-80.2	1.9	5	0
	This study	unknown	Z89.3	Z89	Z89.3a	Z89.3a:LP-DIR-T	hargrave 2016-06-10 11:11:54	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	943	K		1	HEM	u	1.4	61.0	l	g	-47.7	1.9	5	100
	This study	unknown	Z89.4	Z89	Z89.4a	Z89.4a:LP-DIR-T	hargrave 2016-06-10 11:13:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	855	833	K		2	MAG	u	20.5	39.7	l	g	-40.8	16.5	7	-1
	This study	unknown	Z89.4	Z89	Z89.4a	Z89.4a:LP-DIR-T	hargrave 2016-06-10 11:13:24	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	933	863	K		2	HEM	u	0.0	11.6	l	g	-40.4	0.5	5	-1
	This study	unknown	Z89.4	Z89	Z89.4a	Z89.4a:LP-DIR-T	hargrave 2016-06-10 11:13:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	833	K		2	MAG	u	20.5	142.1	l	g	-61.0	16.5	7	0
	This study	unknown	Z89.4	Z89	Z89.4a	Z89.4a:LP-DIR-T	hargrave 2016-06-10 11:13:24	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	933	863	K		2	HEM	u	0.0	108.8	l	g	-79.9	0.5	5	0
	This study	unknown	Z89.4	Z89	Z89.4a	Z89.4a:LP-DIR-T	hargrave 2016-06-10 11:13:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	833	K		2	MAG	u	20.5	91.0	l	g	-45.6	16.5	7	100
	This study	unknown	Z89.4	Z89	Z89.4a	Z89.4a:LP-DIR-T	hargrave 2016-06-10 11:13:24	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	933	863	K		2	HEM	u	0.0	60.3	l	g	-46.4	0.5	5	100
	This study	unknown	Z89.5	Z89	Z89.5a	Z89.5a:LP-DIR-T	hargrave 2016-06-10 11:14:52	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	933	863	K		1	HEM	u	0.0	18.8	l	g	-53.7	1.3	5	-1
	This study	unknown	Z89.5	Z89	Z89.5a	Z89.5a:LP-DIR-T	hargrave 2016-06-10 11:14:52	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	933	863	K		1	HEM	u	0.0	129.1	l	g	-78.6	1.3	5	0
	This study	unknown	Z89.5	Z89	Z89.5a	Z89.5a:LP-DIR-T	hargrave 2016-06-10 11:14:52	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	933	863	K		1	HEM	u	0.0	64.8	l	g	-49.0	1.3	5	100
	This study	unknown	Z89.6	Z89	Z89.6a	Z89.6a:LP-DIR-T	hargrave 2016-06-10 11:16:20	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	903	K		1	HEM	u	1.3	18.7	l	g	-54.9	1.2	7	-1
	This study	unknown	Z89.6	Z89	Z89.6a	Z89.6a:LP-DIR-T	hargrave 2016-06-10 11:16:20	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	903	K		1	HEM	u	1.3	137.7	l	g	-78.8	1.2	7	0
	This study	unknown	Z89.6	Z89	Z89.6a	Z89.6a:LP-DIR-T	hargrave 2016-06-10 11:16:20	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	903	K		1	HEM	u	1.3	65.2	l	g	-50.7	1.2	7	100
	This study	unknown	Z89.7	Z89	Z89.7a	Z89.7a:LP-DIR-T	hargrave 2016-06-10 11:17:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	933	K		1	HEM	u	1.3	2.9	l	g	-65.9	2.0	6	-1
	This study	unknown	Z89.7	Z89	Z89.7a	Z89.7a:LP-DIR-T	hargrave 2016-06-10 11:17:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	933	K		1	HEM	u	1.3	113.4	l	g	-83.0	2.0	6	0
	This study	unknown	Z89.7	Z89	Z89.7a	Z89.7a:LP-DIR-T	hargrave 2016-06-10 11:17:49	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	933	K		1	HEM	u	1.3	57.1	l	g	-48.7	2.0	6	100
	This study	unknown	Z89.8	Z89	Z89.8a	Z89.8a:LP-DIR-T	hargrave 2016-06-10 11:19:18	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	963	923	K		1	HEM	u	0.2	352.3	l	g	-30.8	1.0	7	-1
	This study	unknown	Z89.8	Z89	Z89.8a	Z89.8a:LP-DIR-T	hargrave 2016-06-10 11:19:18	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	963	923	K		1	HEM	u	0.2	90.5	l	g	-79.6	1.0	7	0
	This study	unknown	Z89.8	Z89	Z89.8a	Z89.8a:LP-DIR-T	hargrave 2016-06-10 11:19:18	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	963	923	K		1	HEM	u	0.2	57.3	l	g	-44.0	1.0	7	100
	This study	unknown	Z90.1	Z90	Z90.1a	Z90.1a:LP-DIR-T	hargrave 2016-06-06 11:48:00	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	958	883	K		1	HEM	u	0.6	359.5	l	g	-58.9	1.2	8	-1
	This study	unknown	Z90.1	Z90	Z90.1a	Z90.1a:LP-DIR-T	hargrave 2016-06-06 11:48:00	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	958	883	K		1	HEM	u	0.6	69.4	l	g	-82.9	1.2	8	0
